bank,kredit_id,oy,mijoz_turi,tarmoq,summa,stavka_foiz,muddat_oy,tasnif
Milliy Bank,MIL000318,2025-10,yuridik,xizmat,33859907,18.64,36,standart
Milliy Bank,MIL000319,2025-12,jismoniy,qishloq_xoj,8916687,27.57,6,standartdan_past
Milliy Bank,MIL000320,2026-01,jismoniy,qishloq_xoj,711632569,33.43,12,standart
Milliy Bank,MIL000321,2026-01,jismoniy,savdo,21572983,18.53,24,standart
Milliy Bank,MIL000322,2025-10,yuridik,qurilish,1882490,19.96,60,standart
Milliy Bank,MIL000323,2025-10,yuridik,savdo,71857191,32.51,36,standart
Milliy Bank,MIL000324,2025-11,jismoniy,sanoat,8046015384,32.87,84,standartdan_past
Milliy Bank,MIL000325,2026-03,jismoniy,savdo,361690711,17.98,6,standart
Milliy Bank,MIL000326,2026-01,yuridik,savdo,4948213849,20.76,6,standart
Milliy Bank,MIL000327,2025-11,yuridik,savdo,5913000,25.35,18,standart
Milliy Bank,MIL000328,2026-01,jismoniy,sanoat,1945269690,20.16,84,standart
Milliy Bank,MIL000329,2025-11,yuridik,savdo,6150362623,21.71,60,standart
Milliy Bank,MIL000330,2025-10,jismoniy,savdo,2143529031,22.97,18,standart
Milliy Bank,MIL000331,2026-01,jismoniy,qurilish,2078692,22.07,24,standart
Milliy Bank,MIL000332,2026-01,jismoniy,qurilish,2225459,24.8,18,standartdan_past
Milliy Bank,MIL000333,2025-10,yuridik,savdo,6642577,33.11,12,standart
Milliy Bank,MIL000334,2026-03,jismoniy,xizmat,1850116,33.41,6,standart
Milliy Bank,MIL000335,2025-11,jismoniy,xizmat,8420863,16.03,6,standart
Milliy Bank,MIL000336,2025-11,jismoniy,qishloq_xoj,2314092,27.08,12,standart
Milliy Bank,MIL000337,2026-01,yuridik,sanoat,5319923587,27.58,6,standart
Milliy Bank,MIL000338,2026-03,jismoniy,xizmat,1625278474,22.19,36,standart
Milliy Bank,MIL000339,2025-10,yuridik,xizmat,9383124,26.42,84,standart
Milliy Bank,MIL000340,2026-03,yuridik,qishloq_xoj,2412760,20.65,84,standart
Milliy Bank,MIL000341,2025-10,yuridik,savdo,10511271,26.86,6,standart
Milliy Bank,MIL000342,2025-11,jismoniy,qishloq_xoj,9867864,31.99,18,standart
Milliy Bank,MIL000343,2026-01,yuridik,qishloq_xoj,66562456,17.81,12,standart
Milliy Bank,MIL000344,2025-11,yuridik,savdo,137755937,22.78,6,standart
Milliy Bank,MIL000345,2025-11,yuridik,sanoat,9175247,19.24,18,standart
Milliy Bank,MIL000346,2026-02,yuridik,qishloq_xoj,86737880,23.87,84,umidsiz
Milliy Bank,MIL000347,2025-10,yuridik,qishloq_xoj,7691752,14.7,36,standart
Milliy Bank,MIL000348,2025-12,yuridik,sanoat,103160585,14.2,6,standart
Milliy Bank,MIL000349,2025-12,yuridik,xizmat,12018236,29.07,18,standart
Milliy Bank,MIL000350,2025-12,yuridik,savdo,5602683934,29.67,12,standartdan_past
Milliy Bank,MIL000351,2026-02,yuridik,qurilish,5049312,32.04,84,standart
Milliy Bank,MIL000352,2026-01,jismoniy,savdo,815098217,14.98,24,standart
Milliy Bank,MIL000353,2025-12,jismoniy,qurilish,213133885,27.17,60,standart
Milliy Bank,MIL000354,2026-01,jismoniy,qurilish,4240823,26.33,12,standart
Milliy Bank,MIL000355,2025-11,jismoniy,sanoat,35199568,32.31,60,standart
Milliy Bank,MIL000356,2025-10,yuridik,sanoat,3085248,20.01,36,standart
Milliy Bank,MIL000357,2026-03,jismoniy,savdo,4028963884,33.67,6,standart
Milliy Bank,MIL000358,2025-10,yuridik,qurilish,1325712302,20.31,60,standart
Milliy Bank,MIL000359,2025-12,jismoniy,xizmat,6358321643,19.81,12,standart
Milliy Bank,MIL000360,2025-10,jismoniy,qishloq_xoj,74698741,30.13,36,standart
Milliy Bank,MIL000361,2025-12,jismoniy,qurilish,115511201,27.44,36,standart
Milliy Bank,MIL000362,2026-02,yuridik,sanoat,5552773,30.29,36,standart
Milliy Bank,MIL000363,2025-11,jismoniy,sanoat,6730528190,14.34,60,standart
Milliy Bank,MIL000364,2026-01,jismoniy,qurilish,141133464,24.04,18,standartdan_past
Milliy Bank,MIL000365,2025-12,jismoniy,sanoat,650263196,20.04,60,standart
Milliy Bank,MIL000366,2026-03,yuridik,xizmat,7806145,24.0,60,standart
Milliy Bank,MIL000367,2026-01,yuridik,savdo,2431859753,14.67,12,standart
Milliy Bank,MIL000368,2026-01,yuridik,qishloq_xoj,1820062640,32.85,6,standart
Milliy Bank,MIL000369,2026-03,jismoniy,qurilish,1024275628,20.14,84,standart
Milliy Bank,MIL000370,2026-01,yuridik,savdo,4677305140,19.89,84,standart
Milliy Bank,MIL000371,2025-12,yuridik,savdo,6252357,17.38,60,standart
Milliy Bank,MIL000372,2025-10,yuridik,sanoat,96827455,19.89,36,standart
Milliy Bank,MIL000373,2025-12,yuridik,qishloq_xoj,74184320,17.04,60,standart
Milliy Bank,MIL000374,2026-03,jismoniy,qishloq_xoj,7377018901,25.04,84,shubhali
Milliy Bank,MIL000375,2025-12,jismoniy,xizmat,2678576429,24.59,36,standart
Milliy Bank,MIL000376,2025-11,yuridik,sanoat,6081654297,16.17,84,standart
Milliy Bank,MIL000377,2026-01,yuridik,sanoat,121657969,16.94,84,standart
Milliy Bank,MIL000378,2025-10,jismoniy,savdo,15503189,24.31,18,standart
Milliy Bank,MIL000379,2025-12,yuridik,qishloq_xoj,13854678,23.29,12,standart
Milliy Bank,MIL000380,2025-12,jismoniy,sanoat,9434405615,31.95,36,standart
Milliy Bank,MIL000381,2026-02,yuridik,xizmat,8321086,22.04,12,standartdan_past
Milliy Bank,MIL000382,2025-12,jismoniy,xizmat,234739721,31.11,36,standartdan_past
Milliy Bank,MIL000383,2026-01,yuridik,savdo,1503379156,17.98,12,standart
Milliy Bank,MIL000384,2026-02,jismoniy,qishloq_xoj,3690449,20.25,18,standart
Milliy Bank,MIL000385,2026-02,yuridik,xizmat,1264668,16.87,36,standart
Milliy Bank,MIL000386,2025-10,jismoniy,xizmat,2964055184,14.69,36,standart
Milliy Bank,MIL000387,2025-11,yuridik,xizmat,3375167,22.92,12,standart
Milliy Bank,MIL000388,2025-12,yuridik,sanoat,127817863,15.81,60,standart
Milliy Bank,MIL000389,2025-12,yuridik,qishloq_xoj,3176017,18.43,6,standart
Milliy Bank,MIL000390,2025-10,jismoniy,savdo,4104998618,24.7,6,standartdan_past
Milliy Bank,MIL000391,2025-12,yuridik,qurilish,44095623,33.21,12,standart
Milliy Bank,MIL000392,2025-12,jismoniy,sanoat,181043920,29.53,6,standart
Milliy Bank,MIL000393,2026-02,yuridik,sanoat,9561604,28.73,6,shubhali
Milliy Bank,MIL000394,2025-12,jismoniy,xizmat,2597870,28.33,60,standart
Milliy Bank,MIL000395,2025-12,jismoniy,xizmat,624987655,17.68,6,standart
Milliy Bank,MIL000396,2026-03,jismoniy,qurilish,8159520,16.34,36,standart
Milliy Bank,MIL000397,2026-03,yuridik,qurilish,1002923,21.56,12,standart
Milliy Bank,MIL000398,2026-03,jismoniy,qurilish,1180193,16.34,60,standart
Milliy Bank,MIL000399,2025-12,jismoniy,qurilish,2044192,32.18,36,standart
Milliy Bank,MIL000400,2025-10,jismoniy,savdo,3163914524,31.81,36,shubhali
Milliy Bank,MIL000401,2025-11,yuridik,sanoat,1389959,26.6,84,standart
Milliy Bank,MIL000402,2026-01,jismoniy,sanoat,195087330,21.06,36,standart
Milliy Bank,MIL000403,2025-12,yuridik,sanoat,15860331,16.42,36,standart
Milliy Bank,MIL000404,2026-02,jismoniy,qurilish,108101362,15.24,84,standart
Milliy Bank,MIL000405,2025-12,yuridik,sanoat,24097150,23.76,12,standart
Milliy Bank,MIL000406,2026-01,jismoniy,qurilish,5479498660,30.39,12,standart
Milliy Bank,MIL000407,2025-12,jismoniy,qishloq_xoj,1170223688,22.59,36,standart
Milliy Bank,MIL000408,2025-11,yuridik,sanoat,1399486,21.11,60,standart
Milliy Bank,MIL000409,2026-02,jismoniy,sanoat,463430998,18.86,60,standart
Milliy Bank,MIL000410,2026-03,jismoniy,sanoat,1123640866,19.62,12,standart
Milliy Bank,MIL000411,2026-01,jismoniy,qurilish,13979381,29.61,6,standartdan_past
Milliy Bank,MIL000412,2025-10,yuridik,xizmat,60361517,21.87,60,standart
Milliy Bank,MIL000413,2025-11,yuridik,sanoat,33001993,25.49,6,standart
Milliy Bank,MIL000414,2026-03,yuridik,qishloq_xoj,3163461239,31.53,18,standart
Milliy Bank,MIL000415,2026-03,yuridik,xizmat,6971888,15.43,84,standart
Milliy Bank,MIL000416,2026-03,yuridik,savdo,5643767,20.81,24,standartdan_past
Milliy Bank,MIL000417,2026-03,jismoniy,qurilish,2118873,28.73,24,standart
Milliy Bank,MIL000418,2025-10,jismoniy,xizmat,1096067729,32.06,36,standart
Milliy Bank,MIL000419,2025-12,jismoniy,xizmat,5446237,20.7,18,standartdan_past
Milliy Bank,MIL000420,2026-02,jismoniy,xizmat,9485544889,20.81,36,standart
Milliy Bank,MIL000421,2026-03,jismoniy,xizmat,9754415612,33.33,12,standart
Milliy Bank,MIL000422,2025-10,yuridik,sanoat,83536753,14.06,36,standart
Milliy Bank,MIL000423,2026-01,jismoniy,qishloq_xoj,2902286,23.61,36,standart
Milliy Bank,MIL000424,2026-03,yuridik,savdo,5633573054,20.56,84,standart
Milliy Bank,MIL000425,2026-03,jismoniy,qishloq_xoj,1361387,23.05,6,standart
Milliy Bank,MIL000426,2026-01,jismoniy,savdo,56675998,22.47,18,standart
Milliy Bank,MIL000427,2025-10,yuridik,xizmat,9013267,31.19,6,standart
Milliy Bank,MIL000428,2025-11,jismoniy,xizmat,2385178828,16.0,18,standart
Milliy Bank,MIL000429,2026-03,yuridik,xizmat,185638877,22.17,60,standart
Milliy Bank,MIL000430,2025-11,yuridik,xizmat,1481283,30.7,60,standart
Milliy Bank,MIL000431,2025-12,jismoniy,sanoat,3599618504,26.34,18,standart
Milliy Bank,MIL000432,2025-10,yuridik,sanoat,2803757317,25.93,12,standart
Milliy Bank,MIL000433,2025-10,jismoniy,qurilish,4204667837,22.3,36,standart
Milliy Bank,MIL000434,2025-12,jismoniy,savdo,50446742,19.88,36,standartdan_past
Milliy Bank,MIL000435,2025-10,jismoniy,qishloq_xoj,37512521,19.55,6,standart
Milliy Bank,MIL000436,2026-03,jismoniy,qurilish,3398827193,28.9,24,shubhali
Milliy Bank,MIL000437,2025-10,yuridik,savdo,21242261,18.12,84,standart
Milliy Bank,MIL000438,2025-11,yuridik,qurilish,1020904038,24.5,12,standart
Milliy Bank,MIL000439,2025-11,jismoniy,qurilish,8873206,27.69,18,standart
Milliy Bank,MIL000440,2026-02,yuridik,xizmat,38077914,24.4,24,standart
Milliy Bank,MIL000441,2026-01,jismoniy,xizmat,5262907415,32.0,84,standart
Milliy Bank,MIL000442,2026-01,jismoniy,qurilish,2033896908,26.17,6,standart
Milliy Bank,MIL000443,2025-12,yuridik,qishloq_xoj,1241770,27.89,18,standart
Milliy Bank,MIL000444,2026-03,jismoniy,sanoat,1882654,18.75,12,standart
Milliy Bank,MIL000445,2026-01,yuridik,qishloq_xoj,12143268,14.37,84,standart
Milliy Bank,MIL000446,2026-01,yuridik,qurilish,8204678,20.95,24,standart
Milliy Bank,MIL000447,2025-10,jismoniy,qishloq_xoj,1359851398,16.22,12,standart
Milliy Bank,MIL000448,2025-11,jismoniy,sanoat,9629114,26.23,6,standart
Milliy Bank,MIL000449,2026-01,yuridik,qishloq_xoj,134082767,18.05,6,standart
Milliy Bank,MIL000450,2026-02,jismoniy,savdo,22456160,19.27,60,standart
Milliy Bank,MIL000451,2026-02,jismoniy,qishloq_xoj,2930611393,25.7,6,standart
Milliy Bank,MIL000452,2025-11,jismoniy,savdo,3398298,26.2,6,standart
Milliy Bank,MIL000453,2026-02,jismoniy,savdo,3774309884,26.98,18,standart
Milliy Bank,MIL000454,2026-01,jismoniy,xizmat,467494441,33.09,60,standart
Milliy Bank,MIL000455,2026-01,yuridik,qishloq_xoj,2450892605,22.12,12,standart
Milliy Bank,MIL000456,2025-11,yuridik,savdo,72984625,32.92,18,standart
Milliy Bank,MIL000457,2025-10,yuridik,qurilish,1069891,27.69,24,standart
Milliy Bank,MIL000458,2026-01,jismoniy,qishloq_xoj,14899812,16.75,60,standart
Milliy Bank,MIL000459,2025-10,yuridik,sanoat,544897146,21.35,24,standartdan_past
Milliy Bank,MIL000460,2026-01,yuridik,sanoat,61186306,33.83,6,standart
Milliy Bank,MIL000461,2026-01,yuridik,qishloq_xoj,1208195,29.61,36,standart
Milliy Bank,MIL000462,2026-02,yuridik,qishloq_xoj,23223179,32.7,18,standart
Milliy Bank,MIL000463,2026-01,yuridik,xizmat,239609345,31.29,18,standart
Milliy Bank,MIL000464,2026-03,jismoniy,qurilish,6533032165,29.1,84,standart
Milliy Bank,MIL000465,2025-11,jismoniy,xizmat,9286433,14.27,6,standart
Milliy Bank,MIL000466,2025-10,yuridik,qurilish,2197334311,16.34,36,standart
Milliy Bank,MIL000467,2025-12,jismoniy,qishloq_xoj,1386040244,14.66,18,standart
Milliy Bank,MIL000468,2026-02,jismoniy,savdo,864168085,17.82,24,standart
Milliy Bank,MIL000469,2026-02,yuridik,savdo,3012474525,22.31,18,standartdan_past
Milliy Bank,MIL000470,2026-02,yuridik,xizmat,3724096,18.3,36,standart
Milliy Bank,MIL000471,2026-03,jismoniy,qishloq_xoj,907697220,19.79,84,standart
Milliy Bank,MIL000472,2025-12,yuridik,qishloq_xoj,5956009,21.75,84,standart
Milliy Bank,MIL000473,2026-01,jismoniy,savdo,1090618963,24.01,84,standart
Milliy Bank,MIL000474,2025-12,yuridik,savdo,4126941,24.62,84,standart
Milliy Bank,MIL000475,2025-10,jismoniy,xizmat,1193668,15.29,24,standart
Milliy Bank,MIL000476,2026-03,yuridik,qishloq_xoj,177502993,26.81,60,standart
Milliy Bank,MIL000477,2025-10,jismoniy,qishloq_xoj,1911899,24.99,60,standart
Milliy Bank,MIL000478,2025-10,yuridik,qurilish,97387985,33.82,60,standart
Milliy Bank,MIL000479,2026-03,jismoniy,qurilish,563601820,21.97,60,standart
Milliy Bank,MIL000480,2026-03,jismoniy,sanoat,8040741,18.61,18,standart
Milliy Bank,MIL000481,2026-03,yuridik,qishloq_xoj,6904141155,20.49,6,standart
Milliy Bank,MIL000482,2025-10,yuridik,savdo,4042808,32.03,24,standart
Milliy Bank,MIL000483,2025-10,yuridik,xizmat,3517973779,18.74,6,standart
Milliy Bank,MIL000484,2026-03,jismoniy,qishloq_xoj,847430550,17.75,6,standart
Milliy Bank,MIL000485,2025-11,jismoniy,savdo,2239347,17.22,24,standart
Milliy Bank,MIL000486,2025-10,yuridik,sanoat,556790130,27.04,18,standart
Milliy Bank,MIL000487,2026-03,jismoniy,qurilish,649242261,16.96,84,standart
Milliy Bank,MIL000488,2026-01,jismoniy,savdo,4928747,32.03,84,standart
Milliy Bank,MIL000489,2025-12,jismoniy,sanoat,34729058,32.5,24,standart
Milliy Bank,MIL000490,2026-03,jismoniy,qishloq_xoj,1692933112,15.3,24,standart
Milliy Bank,MIL000491,2026-02,yuridik,qishloq_xoj,43409608,32.39,60,standart
Milliy Bank,MIL000492,2025-11,yuridik,qurilish,1221682,14.62,6,standart
Milliy Bank,MIL000493,2026-03,yuridik,qurilish,3775926,20.0,24,standart
Milliy Bank,MIL000494,2026-01,yuridik,qurilish,1516684,14.94,36,standart
Milliy Bank,MIL000495,2026-02,yuridik,sanoat,1358070658,27.72,24,standart
Milliy Bank,MIL000496,2025-11,jismoniy,savdo,84688671,16.28,18,standartdan_past
Milliy Bank,MIL000497,2026-03,yuridik,qurilish,267353771,20.57,60,standart
Milliy Bank,MIL000498,2025-10,yuridik,sanoat,9711546658,24.23,24,standart
Milliy Bank,MIL000499,2026-02,yuridik,xizmat,100949482,27.62,12,standart
Milliy Bank,MIL000500,2025-11,jismoniy,qishloq_xoj,115250937,20.69,24,standart
Milliy Bank,MIL000501,2025-12,jismoniy,xizmat,1908085,16.16,6,standart
Milliy Bank,MIL000502,2025-10,jismoniy,qurilish,1447359111,26.6,6,standart
Milliy Bank,MIL000503,2026-02,jismoniy,xizmat,6593125,26.25,24,standart
Milliy Bank,MIL000504,2026-01,yuridik,qurilish,8552614,23.88,18,standartdan_past
Milliy Bank,MIL000505,2026-01,jismoniy,qurilish,113521353,30.1,24,standart
Milliy Bank,MIL000506,2026-03,yuridik,savdo,45175818,33.13,36,standart
Milliy Bank,MIL000507,2026-03,yuridik,qurilish,654595463,14.55,84,standart
Milliy Bank,MIL000508,2025-10,jismoniy,qurilish,77678022,22.67,36,standart
Milliy Bank,MIL000509,2025-11,yuridik,qurilish,9037839518,15.86,6,standart
Milliy Bank,MIL000510,2025-12,jismoniy,qishloq_xoj,2407175,26.46,84,standart
Milliy Bank,MIL000511,2026-02,jismoniy,sanoat,1635391,24.47,60,standart
Milliy Bank,MIL000512,2026-02,jismoniy,xizmat,6781602040,25.45,60,standart
Milliy Bank,MIL000513,2026-02,jismoniy,savdo,771778448,31.63,12,standart
Milliy Bank,MIL000514,2026-01,jismoniy,xizmat,71725923,19.54,18,standart
Milliy Bank,MIL000515,2025-12,jismoniy,qurilish,1711390930,17.39,84,standart
Milliy Bank,MIL000516,2026-02,jismoniy,qishloq_xoj,154171606,27.74,18,standart
Milliy Bank,MIL000517,2025-12,jismoniy,savdo,71583013,30.3,12,standart
Milliy Bank,MIL000518,2026-02,yuridik,qurilish,7706267203,19.67,18,standart
Milliy Bank,MIL000519,2025-12,jismoniy,qishloq_xoj,996178677,26.21,60,standart
Milliy Bank,MIL000520,2026-02,yuridik,qurilish,115671060,28.46,24,standart
Milliy Bank,MIL000521,2025-10,yuridik,savdo,1066952447,23.53,12,shubhali
Milliy Bank,MIL000522,2026-02,jismoniy,xizmat,6380500311,14.16,36,standartdan_past
Milliy Bank,MIL000523,2025-10,yuridik,qishloq_xoj,4178899,25.74,6,standart
Milliy Bank,MIL000524,2026-03,jismoniy,qurilish,863488877,31.75,18,standart
Milliy Bank,MIL000525,2025-11,jismoniy,qishloq_xoj,2877726,31.19,36,standart
Milliy Bank,MIL000526,2026-01,yuridik,savdo,8440354265,27.34,60,standart
Milliy Bank,MIL000527,2025-12,yuridik,xizmat,2435913,33.57,84,standart
Milliy Bank,MIL000528,2025-12,yuridik,sanoat,1632989,29.03,18,standart
Milliy Bank,MIL000529,2025-12,jismoniy,qishloq_xoj,72156214,24.42,24,standart
Milliy Bank,MIL000530,2026-01,jismoniy,xizmat,337615811,18.09,36,standart
Milliy Bank,MIL000531,2026-01,yuridik,savdo,2090423076,24.04,24,standart
Milliy Bank,MIL000532,2026-03,jismoniy,savdo,30039260,23.27,6,standart
Milliy Bank,MIL000533,2026-03,yuridik,qishloq_xoj,14583613,26.29,24,standart
Milliy Bank,MIL000534,2026-03,jismoniy,xizmat,17633544,14.81,24,standart
Milliy Bank,MIL000535,2025-12,jismoniy,xizmat,3429324,20.17,18,standartdan_past
Milliy Bank,MIL000536,2025-10,jismoniy,sanoat,13350197,22.97,18,standart
Milliy Bank,MIL000537,2025-11,jismoniy,savdo,148362761,33.73,36,standart
Milliy Bank,MIL000538,2026-01,yuridik,sanoat,1003370,32.23,36,standart
Milliy Bank,MIL000539,2025-12,jismoniy,qishloq_xoj,5091293197,15.77,12,standart
Milliy Bank,MIL000540,2025-12,yuridik,savdo,125442073,22.21,84,standart
Milliy Bank,MIL000541,2025-12,yuridik,savdo,1569710023,30.02,18,standart
Milliy Bank,MIL000542,2026-02,yuridik,qurilish,19388819,33.67,6,standart
Milliy Bank,MIL000543,2025-12,jismoniy,qurilish,19289498,22.02,6,standart
Milliy Bank,MIL000544,2025-11,jismoniy,qurilish,3455817,25.95,84,standart
Milliy Bank,MIL000545,2025-11,yuridik,qurilish,507547501,18.75,36,standart
Milliy Bank,MIL000546,2025-11,jismoniy,sanoat,3403852,14.25,24,standart
Milliy Bank,MIL000547,2026-02,jismoniy,xizmat,4222111258,29.3,12,standart
Milliy Bank,MIL000548,2026-03,jismoniy,qurilish,1235204,26.97,12,standart
Milliy Bank,MIL000549,2026-01,jismoniy,sanoat,1658297,33.61,6,standartdan_past
Milliy Bank,MIL000550,2026-03,yuridik,xizmat,9096526,18.94,60,standart
Milliy Bank,MIL000551,2026-01,yuridik,xizmat,5446324,31.38,84,standart
Milliy Bank,MIL000552,2025-12,jismoniy,sanoat,547879499,16.94,24,standart
Milliy Bank,MIL000553,2026-01,jismoniy,xizmat,1742456086,17.58,24,standartdan_past
Milliy Bank,MIL000554,2025-11,jismoniy,qishloq_xoj,9130702847,23.61,24,standart
Milliy Bank,MIL000555,2026-02,jismoniy,savdo,121942100,15.49,12,standart
Milliy Bank,MIL000556,2026-01,yuridik,savdo,2650441255,21.94,12,standart
Milliy Bank,MIL000557,2025-10,jismoniy,savdo,229527501,29.25,24,standart
Milliy Bank,MIL000558,2025-11,jismoniy,xizmat,220079230,22.98,36,standart
Milliy Bank,MIL000559,2026-01,yuridik,xizmat,257626965,18.88,60,standart
Milliy Bank,MIL000560,2026-01,yuridik,sanoat,3349604114,28.36,12,standart
Milliy Bank,MIL000561,2026-03,yuridik,qurilish,7561611540,15.48,24,standart
Milliy Bank,MIL000562,2026-02,jismoniy,savdo,993574702,29.29,60,standart
Milliy Bank,MIL000563,2025-10,yuridik,qurilish,199941692,14.61,18,standart
Milliy Bank,MIL000564,2025-10,jismoniy,savdo,4881526631,25.17,12,standart
Milliy Bank,MIL000565,2026-02,yuridik,sanoat,37335465,31.57,60,standartdan_past
Milliy Bank,MIL000566,2025-10,jismoniy,xizmat,1688900,27.85,6,standart
Milliy Bank,MIL000567,2026-03,jismoniy,qurilish,1147669197,31.3,84,standart
Milliy Bank,MIL000568,2025-11,jismoniy,savdo,116161363,31.72,84,standart
Milliy Bank,MIL000569,2025-11,yuridik,savdo,208470116,33.89,84,standartdan_past
Milliy Bank,MIL000570,2025-12,yuridik,xizmat,717947426,20.4,36,standart
Milliy Bank,MIL000571,2026-03,yuridik,qishloq_xoj,1202384437,18.44,6,standartdan_past
Milliy Bank,MIL000572,2026-03,yuridik,xizmat,6941618779,21.6,6,standart
Milliy Bank,MIL000573,2026-03,jismoniy,xizmat,4189343,19.5,12,standart
Milliy Bank,MIL000574,2026-03,yuridik,qurilish,162577716,14.84,84,standart
Milliy Bank,MIL000575,2026-03,jismoniy,savdo,54719586,22.72,24,standart
Milliy Bank,MIL000576,2026-03,yuridik,savdo,1152725,33.59,60,standart
Milliy Bank,MIL000577,2025-10,jismoniy,qurilish,23489283,29.82,36,standart
Milliy Bank,MIL000578,2025-12,jismoniy,qurilish,300307621,14.09,12,standart
Milliy Bank,MIL000579,2025-10,yuridik,sanoat,14086842,25.24,6,standart
Milliy Bank,MIL000580,2026-02,yuridik,sanoat,58337555,31.62,24,standart
Milliy Bank,MIL000581,2026-01,jismoniy,qishloq_xoj,224561628,33.68,6,standart
Milliy Bank,MIL000582,2026-03,jismoniy,xizmat,1132339978,17.41,6,standart
Milliy Bank,MIL000583,2026-01,yuridik,qishloq_xoj,10232417,32.85,60,standart
Milliy Bank,MIL000584,2026-03,jismoniy,qurilish,117924966,26.43,18,standart
Milliy Bank,MIL000585,2026-03,yuridik,xizmat,4482092388,26.36,18,standart
Milliy Bank,MIL000586,2025-12,yuridik,qishloq_xoj,376816432,15.7,60,standart
Milliy Bank,MIL000587,2026-02,jismoniy,sanoat,13158068,19.41,60,standart
Milliy Bank,MIL000588,2026-03,jismoniy,qurilish,21220269,20.78,60,standart
Milliy Bank,MIL000589,2025-12,jismoniy,savdo,3426855,18.08,24,standart
Milliy Bank,MIL000590,2025-12,jismoniy,savdo,62220450,24.28,18,standart
Milliy Bank,MIL000591,2026-01,yuridik,qishloq_xoj,1146141709,27.37,60,standart
Milliy Bank,MIL000592,2026-02,yuridik,savdo,277699907,29.69,24,standart
Milliy Bank,MIL000593,2025-11,jismoniy,sanoat,46684509,33.87,36,standart
Milliy Bank,MIL000594,2026-02,jismoniy,xizmat,41595679,20.32,6,standart
Milliy Bank,MIL000595,2026-01,yuridik,qurilish,297667767,15.46,60,standart
